"","plot_number","dominant_veg_1930","secondary_veg_1930","dominant_cover_1930","secondary_cover_1930","dominant_veg_2009","secondary_veg_2009","dominant_cover_2009","secondary_cover_2009","elevation","aspect","slope","solar_radiation_summer","solar_radiation_equinox","solar_radiation_winter","road_dist","precipitation","max_temp","mean_temp","min_temp","max_vpd_jan","max_vpd_aug","available_water_supply","bulk_density","organic_matter","clay","sand","silt","number_fires","min_return_interval","min_anomaly"
"142",248,"chaparral","grass",90,10,"chaparral","grass",58,42,1109.82628417969,0.437691958021083,22.8981861114502,6199.72616210937,4757.739921875,2123.64804443359,844.549515380859,754.080017089844,31.6700000762939,15.8299999237061,5,10.3299999237061,34.7900009155273,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-186.305969238281
"143",249,"chaparral","grass",86,14,"chaparral","grass",98,2,1099.96604248047,-0.947480978188178,16.9005974006653,6150.22927734375,3640.4532421875,1088.21263183594,714.950888671875,750.010009765625,31.6800003051758,15.8999996185303,5.09000015258789,10.3199996948242,34.8199996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"144",250,"chaparral","tree",44,34,"grass","tree",42,32,1258.63547851562,-0.801655723230625,15.8264743041992,6256.4236328125,3673.68979980469,1123.67286865234,2222.83134765625,752.97998046875,30.6800003051758,14.9099998474121,4.03000020980835,9.35000038146973,32.439998626709,4.97,1.48,0.8,21.6,45.4,33,2,86,-122.382019042969
"145",252,"chaparral","grass",56,44,"chaparral","grass",88,12,745.83037109375,-0.843437030445858,28.9033204650879,5563.49869140625,3371.94368652344,1097.42963134766,4633.0655859375,586.667993164063,34.0320007324219,16.0279996871948,3.56999998092651,12.6100002288818,43.068000793457,4.97,1.48,0.8,21.6,45.4,33,3,14,-123.544006347656
"146",254,"chaparral","grass",88,12,"grass","chaparral",66,30,744.051696777344,0.622824608969191,16.1922262763977,6198.7227734375,4534.43544921875,1899.08853027344,722.662232666016,673.799987792969,33.0900001525879,14.4899997711182,0.689999997615814,13.4300003051758,39.7700004577637,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"147",255,"grass","sage",62,22,"grass","chaparral",50,28,508.813713378906,0.0204926830709641,24.1071286010742,5664.3157421875,4155.62446777344,1704.62117431641,142.459028930664,492.829986572266,34.9599990844727,18,6.57999992370605,14.3400001525879,42.1199989318848,2.4,1.55,0.75,14,66.8,19.2,4,6,-120.085968017578
"148",257,"barren","chaparral",40,38,"grass","sage",54,30,915.722661132813,-0.894332579254569,16.1274510765076,6108.93625,3595.31385742188,1115.84476196289,2188.2948828125,671.340793457031,33.0904013061523,15.0019996261597,1.81279999256134,12.7979997253418,40.781598815918,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"149",259,"sage","grass",70,30,"grass","sage",56,44,736.933334960937,-0.446835881661037,21.7120330047607,5950.38794921875,4067.15873046875,1572.09301757812,5571.65559570313,557.5,34.5200004577637,16.8600006103516,4.61999988555908,12.9200000762939,44.0099983215332,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-123.544006347656
"150",261,"grass","sage",48,38,"grass","chaparral",66,24,997.760264892578,0.553556548937803,23.8562050056458,5873.9940234375,3748.57365722656,1337.63413208008,5887.1508203125,567.909973144531,31.7600002288818,15.5699996948242,4.46000003814697,10.3400001525879,36.439998626709,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"151",262,"chaparral","grass",62,22,"grass","chaparral",58,32,485.928138427734,-0.432788019342394,27.0395978927612,5523.20538085937,3760.7805078125,1428.90318115234,154.146808776855,597.489990234375,34.8800010681152,17.4400005340576,4.98999977111816,14.4300003051758,43.4799995422363,5.79,1.48,1.73,22.5,39.8,37.7,4,7,-108.203979492188
"152",263,"chaparral","tree",76,14,"grass","sage",74,18,406.846812133789,0.985123530086624,32.9092398452759,5233.79819335937,3945.53174316406,1691.65066162109,196.682948913574,559.710021972656,33.1300010681152,17.1700000762939,6.03999996185303,13.3199996948242,38.1699981689453,15.69,1.48,0.42,13,53,34,2,5,-102.014007568359
"153",265,"sage","grass",78,14,"grass","sage",44,36,264.823282470703,0.754561159843605,20.1074551391602,5631.99081054687,3678.1511328125,1306.79649414063,19.4301957702637,551.179992675781,30.6900005340576,16.9200000762939,6.19999980926514,14.5500001907349,30.1900005340576,5.79,1.48,1.73,22.5,39.8,37.7,3,7,-103.378967285156
"154",266,"chaparral","grass",42,38,"grass","chaparral",56,34,1012.57086669922,-0.772332860684028,24.2013042068481,5793.57688476563,2970.73159179687,621.965375366211,3878.51429199219,639.140014648438,32.1500015258789,15.7299995422363,4.17999982833862,11.1499996185303,37.5099983215332,4.97,1.48,0.8,21.6,45.4,33,3,19,-123.544006347656
"155",269,"chaparral","barren",94,4,"chaparral","barren",92,6,1017.56880371094,0.0825711456543884,17.3100020980835,6116.8928515625,3639.26540039063,1129.40121582031,3701.20529785156,639.140014648438,32.1500015258789,15.7299995422363,4.17999982833862,11.1499996185303,37.5099983215332,4.97,1.48,0.8,21.6,45.4,33,3,19,-123.544006347656
"156",270,"sage","chaparral",70,16,"grass","sage",70,24,469.192014160156,0.568353764911007,38.922457408905,4862.36360351563,4238.23029785156,1608.13763000488,492.473659667969,550.570007324219,33.8300018310547,17.0499992370605,5.19999980926514,13.75,40.5400009155273,11.01,1.42,0.49,27,22.3,50.7,2,36,-116.790985107422
"157",271,"grass","sage",60,24,"grass","chaparral",82,14,370.401788330078,0.693472024342541,16.6996731758118,5837.51391601562,3795.26899414063,1343.77962402344,61.2243788909912,552.710021972656,31.6700000762939,17.2299995422363,6.76999998092651,13.9499998092651,32.2099990844727,14.87,1.45,1.25,31,29,40,4,5,-305.406982421875
"158",275,"chaparral","grass",92,8,"chaparral","grass",86,14,605.769399414062,-0.411715841015411,29.4199256896973,5245.1781640625,2544.37224609375,500.375417480469,4686.70526367188,561.880004882812,34.3899993896484,16.4799995422363,4.09000015258789,12.9700002670288,43.7799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"159",276,"chaparral","barren",96,4,"grass","chaparral",52,34,989.120634765625,-0.0165354054756915,10.8757152986526,6288.10716796875,4026.48011230469,1424.06896484375,4109.1900390625,610.030029296875,32.7200012207031,15.0699996948242,2.19000005722046,12.0200004577637,39.5099983215332,4.97,1.48,0.8,21.6,45.4,33,3,19,-103.244995117188
"160",280,"chaparral","grass",70,22,"grass","chaparral",74,22,922.505281982422,0.194209678537009,34.810940322876,5273.19524414062,2899.09145507812,767.908623657227,138.253905944824,713.820007324219,32.8899993896484,14.8100004196167,1.35000002384186,13.5699996948242,39.7299995422363,12.47,1.52,0.58,18.4,55.6,26,2,86,-118.033935546875
"161",284,"barren","chaparral",50,28,"barren","chaparral",64,20,1041.29482177734,-0.682536013578288,11.4580629730225,6336.85657226562,3850.91356445313,1257.22040771484,3974.51116699219,622.960021972656,31.8799991607666,16.0300006866455,5.13000011444092,10.7299995422363,36.189998626709,4.97,1.48,0.8,21.6,45.4,33,3,6,-138.048950195312
"162",286,"grass","chaparral",58,42,"grass","chaparral",60,40,584.933354492188,0.84461979450626,42.2308252716064,4781.90090820313,3347.2612109375,1284.17677734375,1185.18309082031,612.960021972656,33.9099998474121,15.960000038147,3.02999997138977,14.1899995803833,41.9199981689453,4.97,1.48,0.8,21.6,45.4,33,3,6,-186.305969238281
"163",288,"chaparral","grass",80,20,"chaparral","grass",66,34,963.064808349609,-0.926952159033859,21.4881373596191,5987.6242578125,3517.65685058594,1088.20108886719,3041.40834960937,614.460021972656,32.5800018310547,14.5699996948242,1.77999997138977,11.5500001907349,39.5299987792969,4.97,1.48,0.8,21.6,45.4,33,2,86,-123.544006347656
"164",289,"chaparral","grass",86,14,"grass","chaparral",82,18,250.745626220703,0.483865025031061,15.9237513256073,5394.5979296875,3393.14875,1068.64641845703,480.878386230469,526.150024414062,33.9099998474121,17.8500003814697,6.82000017166138,14.1800003051758,40.6500015258789,4.37,1.44,0.75,24,39,37,3,5,-116.790985107422
"165",290,"tree","grass",64,36,"tree","grass",84,16,900.421533203125,-0.979508287117655,27.6510512924194,5675.21887695312,3215.15645996094,934.674935302734,4765.70248046875,572.130004882812,33.3899993896484,15.1400003433228,2.38000011444092,12.4799995422363,41.2200012207031,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"166",292,"grass","sage",58,42,"grass","sage",70,20,311.550167236328,0.984538481389799,34.5541122055054,5238.14163085938,3990.378203125,1728.67124023438,42.3896407318115,552.710021972656,31.6700000762939,17.2299995422363,6.76999998092651,13.9499998092651,32.2099990844727,14.87,1.45,1.25,31,29,40,4,5,-305.406982421875
"167",294,"grass","chaparral",60,38,"grass","chaparral",60,38,665.516447753906,-0.0464082971820989,27.3787649917603,5697.45590820312,4185.52832519531,1758.77902587891,410.902053222656,542.109985351562,33.4700012207031,16.1900005340576,3.89000010490417,13.8699998855591,39.9000015258789,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-110.640991210938
"168",296,"chaparral","grass",60,40,"grass","chaparral",56,44,1134.01532226562,0.619635710534381,36.2533129119873,5461.41536132813,3494.82607421875,1244.29350585938,288.621363525391,755.429992675781,31.8500003814697,16.0200004577637,5.21999979019165,10.5900001525879,35.3600006103516,12.47,1.52,0.58,18.4,55.6,26,3,6,-206.565979003906
"169",299,"chaparral","grass",78,22,"grass","chaparral",70,20,653.949888916016,0.849463701541298,12.844800453186,6138.73983398437,4372.50380859375,1769.0387109375,184.07213470459,561.328015136719,33.5052001953125,16.2656007385254,4.17919992446899,13.9552000045776,40.5012013244629,11.01,1.42,0.49,27,22.3,50.7,4,6,-116.790985107422
"170",300,"chaparral","grass",98,2,"chaparral","grass",86,14,1199.91970703125,-0.918940512871307,14.4058017539978,6313.34817382813,3715.14476074219,1081.89501098633,343.730677490234,780.093011474609,31.7906003952026,16.0933998680115,5.4119997882843,10.3772002983093,35.3959996032715,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"171",301,"chaparral","grass",68,32,"chaparral","grass",66,34,782.325532226562,-0.832438389894614,37.2282196426392,4824.82299804688,2057.05807617188,391.643542480469,220.08319519043,687.919982910156,33.0299987792969,14.5100002288818,0.670000016689301,13.8900003433228,39.7299995422363,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.378967285156
"172",303,"grass","chaparral",60,40,"grass","chaparral",84,14,1048.62573974609,0.761052949569576,31.6977096176147,5744.99127929688,4203.22833007812,1794.07504516602,350.458256835938,733.22998046875,32.5400009155273,14.8299999237061,1.17999994754791,12.6599998474121,38.9700012207031,12.47,1.52,0.58,18.4,55.6,26,2,86,-122.382019042969
"173",304,"chaparral","grass",98,2,"grass","chaparral",64,36,506.858236083984,0.413814881149765,28.9871926498413,5198.49251953125,3137.322578125,1004.80413452148,729.745861816406,614.510009765625,33.7200012207031,16.5400009155273,4.36999988555908,14.0799999237061,40.7200012207031,4.37,1.44,0.75,24,39,37,3,5,-305.406982421875
"174",305,"sage","grass",66,34,"grass","sage",96,4,842.870445556641,-0.973182224259226,22.9197813796997,5833.13365234375,3260.32390625,894.996856689453,245.085439147949,537.02001953125,32.810001373291,15.4099998474121,2.9300000667572,13.2600002288818,37.7900009155273,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"175",308,"tree","grass",58,42,"grass","tree",56,44,835.353410644531,-0.296602681611858,34.8516381072998,5117.38526367187,2377.6044921875,430.238400878906,114.849202880859,691.919982910156,33.2599983215332,14.6599998474121,0.870000004768372,13.8299999237061,40.5800018310547,12.47,1.52,0.58,18.4,55.6,26,2,86,-103.378967285156
"176",309,"chaparral","grass",44,36,"barren","grass",66,26,1321.36049560547,0.924563712783651,4.28760361194611,6695.39966796875,4433.808046875,1675.84406005859,881.236164550781,748.47998046875,30.5,14.6800003051758,3.75,9.14000034332275,31.7399997711182,4.97,1.48,0.8,21.6,45.4,33,2,86,-122.382019042969
"177",310,"sage","chaparral",56,24,"grass","sage",88,8,429.17317199707,0.29961616470068,21.6946876525879,5791.52668945313,4309.50477050781,1820.21512939453,133.051416473389,572.909973144531,33.4500007629395,17.2700004577637,5.82000017166138,13.6599998474121,38.8800010681152,4.37,1.44,0.75,24,39,37,2,5,-102.014007568359
"178",311,"chaparral","grass",64,34,"chaparral","grass",54,46,677.595393066406,0.356438249169131,17.892555141449,6000.8041015625,4332.48262695312,1800.16044189453,86.715747833252,683.799987792969,33.4599990844727,14.6400003433228,0.889999985694885,13.960000038147,41.1599998474121,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"179",312,"chaparral","grass",82,18,"grass","sage",60,34,979.823010253906,0.12260385699497,17.1152756309509,6302.19079101563,4552.52048828125,1896.84034423828,1176.01963623047,696.820007324219,32.0900001525879,15.5,3.9300000667572,11.6999998092651,37.810001373291,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"180",313,"chaparral","sage",60,32,"chaparral","grass",68,28,779.818269042969,0.034779631800249,13.8565329933166,6104.18067382812,3662.150546875,1167.45824707031,252.305581665039,688.260009765625,33.1500015258789,14.5100002288818,0.600000023841858,13.8199996948242,40.2799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"181",314,"sage","grass",48,36,"grass","chaparral",76,12,335.172858276367,0.815734966734683,19.6738012886047,5669.63345703125,3740.10498046875,1348.40022460938,205.608592224121,553.599975585938,32.9700012207031,17.3500003814697,6.30999994277954,13.2600002288818,37.4500007629395,25.5,1.45,1.26,31,35,34,2,5,-102.014007568359
"182",316,"grass","sage",52,46,"grass","chaparral",80,20,1278.25901367187,0.880038914132841,30.5112912750244,5974.79850585937,4394.91125488281,1901.42452148437,157.320824890137,753.609985351562,31.6499996185303,15.789999961853,4.92999982833862,10.4200000762939,34.7900009155273,9.18,1.51,0.65,20.8,52.1,27.2,4,1,-186.305969238281
"183",317,"chaparral","grass",88,12,"chaparral","grass",74,26,818.309237060547,-0.789125132461439,26.2216188430786,5596.52428710938,2798.50890136719,520.262000732422,4253.1333984375,572.130004882812,33.3899993896484,15.1400003433228,2.38000011444092,12.4799995422363,41.2200012207031,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"184",320,"chaparral","barren",54,36,"chaparral","grass",50,26,1223.06519042969,0.90752290485436,20.887267665863,6325.90041992188,4650.61536132812,2000.79525878906,2079.87833984375,770.099975585938,31.2299995422363,15.4499998092651,4.61999988555908,9.80000019073486,33.6500015258789,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"185",321,"chaparral","grass",92,8,"chaparral","grass",80,20,512.982008056641,-0.688395951457541,26.8553617095947,5365.7710546875,3311.65568847656,1068.50258422852,146.099313354492,642.059997558594,33.3800010681152,15.1099996566772,1.70000004768372,14.5100002288818,40.4199981689453,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.378967285156
"186",323,"tree","grass",66,34,"tree","grass",88,12,670.379841308594,-0.829503843143229,37.5539867401123,4762.50450195313,2033.618828125,399.456005249023,230.869894714355,647.630004882812,32.4099998474121,16.2999992370605,4.75,12.9700002670288,36.6699981689453,5.79,1.48,1.73,22.5,39.8,37.7,3,19,-322.613983154297
"187",327,"chaparral","grass",90,10,"grass","chaparral",72,16,847.803050537109,0.543785030781468,14.3551587486267,6198.79989257812,4067.09143554687,1492.82539550781,400.656931152344,695.450012207031,33.4199981689453,14.4899997711182,0.509999990463257,13.7399997711182,41.310001373291,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"188",329,"chaparral","grass",74,26,"grass","chaparral",76,16,1066.75694580078,0.65091096577164,23.103690662384,5979.27274414063,3821.48823242188,1360.41208251953,1204.56313476562,695.340026855469,32.3499984741211,15.789999961853,4.32000017166138,11.9099998474121,38.5200004577637,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"189",330,"chaparral","grass",66,34,"grass","sage",64,24,867.509913330078,0.806633955988984,16.6988651657104,6130.73938476562,4261.45760742187,1690.01410644531,5767.81685546875,560.919982910156,34.4300003051758,16.3299999237061,3.73000001907349,12.5,43.8699989318848,9.18,1.51,0.65,20.8,52.1,27.2,1,86,-103.244995117188
"190",331,"chaparral","barren",76,24,"chaparral","barren",50,36,754.610455322266,0.780149313725249,42.8494966888428,4898.8166796875,3323.19917480469,1259.78782958984,2492.988203125,657.559997558594,33.4000015258789,14.6899995803833,0.860000014305115,13.2299995422363,41.7799987792969,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"191",334,"chaparral","barren",56,44,"chaparral","barren",58,24,994.599128417969,-0.440109164244695,27.5538051986694,5885.40227539062,4099.2965234375,1635.9960546875,3229.97935546875,614.460021972656,32.5800018310547,14.5699996948242,1.77999997138977,11.5500001907349,39.5299987792969,4.97,1.48,0.8,21.6,45.4,33,2,86,-123.544006347656
"192",336,"chaparral","grass",44,36,"grass","chaparral",66,34,260.430736694336,0.977318094926256,25.3722287368774,5518.45818359375,4008.23534667969,1633.57078857422,113.76022644043,559.940002441406,33.5800018310547,17.6000003814697,6.32000017166138,14.4799995422363,39.7000007629395,4.37,1.44,0.75,24,39,37,3,1,-114.119995117188
"193",340,"chaparral","grass",86,14,"chaparral","grass",74,26,843.163817138672,-0.413631736570148,25.4845055007935,5647.97243164062,2864.20813964844,608.229251098633,123.507029571533,688.260009765625,33.1500015258789,14.5100002288818,0.600000023841858,13.8199996948242,40.2799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"194",342,"grass","sage",54,46,"sage","grass",58,34,377.528901977539,0.426476916140919,32.0658303833008,5381.4601953125,4364.29155273437,1998.71784912109,227.639059143066,567.771623535156,32.7827983856201,17.021000213623,5.82140016555786,13.6997995948792,37.0896004486084,14.87,1.45,1.25,31,29,40,3,5,-105.784973144531
"195",344,"chaparral","grass",82,18,"chaparral","grass",52,48,1024.42302001953,0.671741053164673,11.095777387619,6440.16392578125,4553.7256640625,1854.97249267578,1533.12258544922,696.820007324219,32.0900001525879,15.5,3.9300000667572,11.6999998092651,37.810001373291,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"196",346,"sage","grass",46,36,"sage","grass",66,32,188.21834197998,0.666036064491446,23.687068939209,5689.95977539062,4358.293125,1874.09583984375,90.5327044677734,529.690002441406,30.3500003814697,16.8799991607666,6.73999977111816,14.2700004577637,28.9300003051758,25.5,1.45,1.26,31,35,34,2,5,-102.014007568359
"197",347,"grass","sage",56,44,"grass","sage",90,10,844.889748535156,0.451361522191595,37.8286112976074,5409.6194921875,4627.43442382812,2263.03153808594,943.148304443359,561.429992675781,33.0999984741211,16.5799999237061,5.30000019073486,12.8400001525879,38.7000007629395,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"198",348,"chaparral","grass",94,6,"chaparral","grass",100,0,992.880427246094,-0.784303512220072,17.7497051048279,6035.14276367188,3726.2861328125,1189.95217773438,2471.87575683594,667.119995117188,31.5900001525879,15.7299995422363,5.07999992370605,10.1300001144409,35.310001373291,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-123.544006347656
"199",350,"sage","grass",82,18,"grass","sage",94,6,951.316190185547,0.444824237469168,13.6081248855591,6380.8009765625,4577.21081054688,1891.77254150391,806.731560058594,548.320007324219,32.4300003051758,15.9899997711182,4.96999979019165,12.1300001144409,36.7099990844727,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"200",353,"grass","chaparral",74,16,"grass","sage",68,18,879.111979980469,0.898362687769766,32.9156687927246,5518.00424804687,4489.91983886719,2049.30908691406,1335.34453369141,558.429992675781,32.8600006103516,15.7200002670288,3.91000008583069,12.7799997329712,38.7900009155273,7.03,1.5,1.51,24.9,37.8,37.3,4,6,-110.640991210938
"201",354,"grass","sage",52,48,"grass","chaparral",56,44,532.715541992187,-0.163322534862776,34.2821101760864,5412.04766601562,4074.10670898438,1756.5202734375,202.613713989258,567.650024414062,32.7599983215332,17.0100002288818,5.82000017166138,13.6899995803833,37.0200004577637,25.5,1.45,1.26,31,35,34,3,5,-157.602966308594
"202",355,"chaparral","barren",72,28,"chaparral","grass",80,20,622.601811523438,-0.832387784895879,26.3895703125,5349.35495117187,2651.18012207031,447.30528503418,4866.01271484375,557.744000244141,34.5238004302979,16.8610005950928,4.62059988975525,12.9192000770569,44.0207983398438,4.97,1.48,0.8,21.6,45.4,33,2,86,-123.544006347656
"203",356,"sage","grass",54,44,"grass","sage",82,10,485.580896606445,0.74873652967767,39.8514290618896,4838.39612304687,4219.06530273438,2056.87899658203,251.148729553223,576.320007324219,34.8199996948242,17.3600006103516,5.26999998092651,14.1599998474121,43.7999992370605,4.37,1.44,0.75,24,39,37,2,5,-102.014007568359
"204",357,"sage","grass",76,24,"grass","sage",74,18,566.986568603516,0.849777575553673,24.1517488479614,5856.99943359375,4504.28049804688,1975.78524414063,43.2687812805176,590.510009765625,33.9799995422363,16.5100002288818,4.42000007629395,14.0100002288818,41.4700012207031,4.37,1.44,0.75,24,39,37,3,5,-102.014007568359
"205",358,"chaparral","grass",68,30,"chaparral","grass",56,44,325.177185668945,-0.112061686820907,26.9040329933167,5279.17668945312,3775.32486328125,1485.99423583984,68.8223359680176,597.489990234375,34.8800010681152,17.4400005340576,4.98999977111816,14.4300003051758,43.4799995422363,5.79,1.48,1.73,22.5,39.8,37.7,3,19,-322.613983154297
"206",361,"grass","sage",38,36,"chaparral","grass",48,46,894.434455566406,0.937313876995814,18.5451595115662,6158.93821289063,4363.63438476563,1772.79778320312,5025.2946484375,547.598403320313,35.3535995483398,17.5084001159668,4.9180001449585,13.4375997543335,45.7700001525879,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"207",362,"grass","sage",58,42,"sage","grass",56,44,597.182380371094,0.525612175512424,33.0432638168335,5369.2361328125,4377.9197265625,2015.60084472656,5108.75110351562,557.5,34.5200004577637,16.8600006103516,4.61999988555908,12.9200000762939,44.0099983215332,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-123.544006347656
"208",363,"chaparral","grass",96,4,"chaparral","grass",86,14,1135.68430175781,-0.884588610733486,20.7949708175659,6027.35166015625,3339.61502441406,872.968017578125,711.658304443359,780.450012207031,31.8500003814697,16.1599998474121,5.48999977111816,10.4300003051758,35.5699996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"209",366,"chaparral","tree",44,38,"chaparral","tree",60,36,915.512196044922,-0.0528852243851877,25.9837908935547,5793.18510742187,4299.20913085938,1151.03773193359,1813.34559814453,722.789978027344,32.0099983215332,16.2399997711182,5.75,10.8100004196167,36.6699981689453,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"210",368,"sage","grass",58,42,"grass","sage",92,8,946.555748291016,0.240273999122931,27.6864430618286,5963.44327148438,4636.36350585938,2099.57415283203,1012.31666992188,555.137199707031,32.7783993530273,16.2967998504639,5.14159999847412,12.4992001342773,37.7447999572754,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"211",370,"chaparral","tree",46,30,"chaparral","sage",42,38,438.871865234375,-0.979763668893338,20.486981048584,5668.71126953125,3275.59083007812,968.482421875,37.8283183288574,555.295989990234,32.8200004577637,17.1029996871948,5.96400003433228,13.9540002822876,36.3700012207031,25.5,1.45,1.26,31,35,34,4,5,-305.406982421875
"212",373,"chaparral","grass",78,20,"chaparral","grass",76,22,804.14119140625,0.535711622398753,23.1462910461426,5955.5866015625,4529.46516601563,1971.46248046875,286.82838684082,719.090026855469,32.6399993896484,14.6999998092651,1.36000001430511,13.0299997329712,38.9900016784668,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"213",376,"sage","grass",82,18,"sage","grass",56,40,271.220521850586,0.724854177994781,29.0029767608643,5441.92038085937,4346.44505859375,1946.54931640625,307.417929077148,553.609985351562,31.9400005340576,17.1700000762939,6.40000009536743,14.289999961853,33.5699996948242,25.5,1.45,1.26,31,35,34,4,5,-305.406982421875
"214",378,"tree","grass",72,28,"grass","tree",56,44,499.585818481445,0.362039653656921,32.3802994155884,4979.92982421875,2851.58141113281,781.957608642578,4265.81892578125,561.880004882812,34.3899993896484,16.4799995422363,4.09000015258789,12.9700002670288,43.7799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"215",379,"sage","grass",58,30,"grass","sage",46,40,252.150278320313,0.981944736131595,13.295186882019,5937.88196289062,4068.8889453125,1550.27019287109,209.77335357666,545.159973144531,30.3500003814697,16.9099998474121,6.76000022888184,14.0600004196167,28.9500007629395,25.5,1.45,1.26,31,35,34,2,5,-105.784973144531
"216",381,"grass","chaparral",66,18,"grass","chaparral",64,24,1042.23999267578,0.798340586173693,25.8516191482544,5894.70237304688,3997.21572265625,1340.89060058594,371.837151489258,755.429992675781,31.8500003814697,16.0200004577637,5.21999979019165,10.5900001525879,35.3600006103516,12.47,1.52,0.58,18.4,55.6,26,3,6,-206.565979003906
"217",383,"chaparral","grass",58,42,"chaparral","grass",62,38,1058.38289306641,0.143333922580175,31.5089125061035,5396.85614257813,2984.32180175781,754.487897949219,151.968545532227,715.390014648438,32.060001373291,16.1599998474121,5.57000017166138,11.2399997711182,37.0499992370605,12.47,1.52,0.58,18.4,55.6,26,2,86,-118.033935546875
"218",384,"chaparral","tree",40,38,"tree","grass",86,10,549.962586669922,-0.957111239793806,23.3947781944275,5398.54716796875,3013.43071777344,620.573261108398,4778.10004882813,569.700012207031,34.7099990844727,16.9099998474121,4.65000009536743,12.8800001144409,44.5499992370605,4.97,1.48,0.8,21.6,45.4,33,3,19,-123.544006347656
"219",386,"chaparral","grass",88,12,"chaparral","grass",74,26,768.889536132813,-0.551796141655335,18.1137927818298,5909.58225585938,3243.77177246094,859.049202880859,109.602012939453,688.260009765625,33.1500015258789,14.5100002288818,0.600000023841858,13.8199996948242,40.2799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"220",387,"chaparral","grass",38,36,"chaparral","grass",72,20,659.424943847656,-0.951953300496151,27.36368724823,5457.47540039062,3074.57505371094,893.771566162109,1392.83493408203,568.340026855469,33.939998626709,16.2999992370605,3.96000003814697,14.1099996566772,41.689998626709,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"221",390,"chaparral","grass",80,20,"chaparral","grass",74,26,1018.7130065918,-0.290963409856147,16.7911009979248,6101.0262109375,3456.43812011719,942.383922119141,1211.82017333984,713.890014648438,32.4500007629395,15.4799995422363,3.27999997138977,12.1899995803833,39,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"222",391,"chaparral","grass",88,12,"chaparral","grass",54,46,1029.62464355469,-0.704059940087266,10.4570970916748,6281.8257421875,3716.28225097656,1131.7189074707,4443.43979492187,622.960021972656,31.8799991607666,16.0300006866455,5.13000011444092,10.7299995422363,36.189998626709,4.97,1.48,0.8,21.6,45.4,33,2,86,-106.989959716797
"223",392,"chaparral","grass",92,8,"chaparral","grass",82,18,1187.76929443359,0.0547761146602927,24.125791015625,6199.3626953125,4640.32903320312,2029.54873291016,2453.6687109375,655.289978027344,31.5499992370605,15.4700002670288,4.40999984741211,10.5299997329712,35.6699981689453,4.97,1.48,0.8,21.6,45.4,33,2,86,-123.544006347656
"224",393,"chaparral","grass",94,6,"grass","chaparral",56,44,732.918018798828,0.16044393797707,30.9790958404541,5211.61268554687,2810.73316894531,744.898833007813,988.105030517578,624.169982910156,33.2099990844727,14.8000001907349,1.63999998569489,13.7299995422363,40.3600006103516,4.97,1.48,0.8,21.6,45.4,33,3,6,-110.640991210938
